INCIDENT INFO,START_DT,QUADRANT
Country Village Road and Country Village Li NE,11/3/2019 13:19,
17 Avenue and 6 Street SW,11/3/2019 12:41,
5 Avenue and Centre Street S,11/3/2019 12:40,
Northbound Deerfoot Trail and 16 Avenue NE,11/3/2019 12:20,
32 Street and Sunridge Way NE,11/3/2019 10:41,
6 Street and 12 Avenue SW,11/3/2019 8:30,
14 Street and Heritage Drive SW,11/3/2019 7:33,
Southbound Stoney Trail approaching 88 Street SE,11/3/2019 7:03,
Southbound Bow Bottom Trail after 137 Avenue SE,11/3/2019 2:25,
Shaganappi Trail and Varsity Drive NW,11/2/2019 20:42,
Silver Springs Road and Silver Springs Boulevard NW,11/2/2019 20:35,
Southbound Deerfoot Trail and 64 Avenue NE,11/2/2019 18:52,
Westbound Richmond Road and 30 Avenue SW,11/2/2019 17:22,
14 Avenue and 44 Street SE,11/2/2019 17:09,
Malibou Road and Elbow Drive SW,11/2/2019 16:49,
Sarcee Trail and 117 Avenue NW,11/2/2019 16:30,
Eastbound Glenmore Trail approaching 14 Street SW,11/2/2019 15:49,
18 Street and Douglas Glen Boulevard SE,11/2/2019 15:48,
Southbound Crowchild Trail and Memorial Drive NW,11/2/2019 14:18,
19 Street and Passchendaele Avenue SW,11/2/2019 13:58,
Eastbound Glenmore Trail approaching 14 Street SW,11/2/2019 12:25,
Eastbound Glenmore Trail approaching 14 Street SW,11/2/2019 12:25,
18 Street and 33 Avenue SW,11/2/2019 11:34,
Southbound Edmonton Trail and 18 Avenue NE,11/2/2019 10:58,
Northbound Stoney Trail and Country Hills Boulevard NE,11/2/2019 8:36,
8 Avenue and 12 Street SE,11/2/2019 7:00,
17 Avenue and Centre Street S,11/2/2019 0:08,
10 Avenue and 2 Street SW,11/1/2019 23:04,
Northbound Centre Street and 9 Avenue NE,11/1/2019 19:12,
Castleridge Boulevard and Westwinds Drive NE,11/1/2019 19:08,
26 Street SE and Barlow Trail SE,11/1/2019 19:04,
Southbound Macleod Trail and 53 Avenue SW,11/1/2019 18:45,
20 Avenue and 10 Street NW,11/1/2019 18:12,
Westbound Edgemont Boulevard and John Laurie Boulevard NW,11/1/2019 16:55,
Eastbound 5 Avenue and 5 Street SW,11/1/2019 16:49,
Eastbound Memorial Drive and 44 Street SE,11/1/2019 16:47,
Eastbound 16 Avenue and Stoney Trail NW,11/1/2019 16:15,
Eastbound Glenmore Trail and Deerfoot Trail SE,11/1/2019 15:57,
Southbound Blackfoot Trail and 58 Avenue SE,11/1/2019 15:52,
162 Avenue and Shawville Way SE,11/1/2019 15:43,
Northbound Peigan Trail and Barlow Trail SE,11/1/2019 15:23,
Bow Bottom Trail and Canyon Meadows Drive SE,11/1/2019 14:53,
Stoney Trail and 6 Street SW,11/1/2019 13:04,
Bow Bottom Trail and 137 Avenue SE,11/1/2019 11:28,
Southbound Deerfoot Trail and 16 Avenue NE,11/1/2019 8:08,
Northbound Nose Hill Drive and Silver Springs Boulevard NW,11/1/2019 1:21,
Southbound Crowchild Trail approaching 50 Avenue SW,10/31/2019 20:08,
58 Avenue and 5 Street SW,10/31/2019 19:14,
Southbound Deerfoot Trail at Glenmore Trail SE,10/31/2019 18:09,
Calgary,10/31/2019 18:02,
Southbound Deerfoot Trail approaching Anderson Road SE,10/31/2019 17:23,
Westbound Southland Drive at Deerfoot Trail SE,10/31/2019 17:21,
Northbound Shaganappi Trail north of John Laurie Boulevard NW,10/31/2019 17:16,
Southbound Blackfoot Trail and 71 Avenue SE,10/31/2019 17:03,
Northbound Shaganappi Trail at Valiant Drive NW,10/31/2019 17:00,
Westbound 16 Avenue at 8 Street NW,10/31/2019 16:44,
Northbound 52 Street at 14 Avenue SE,10/31/2019 15:53,
Northbound Macleod Trail approaching Lake Fraser Gate SE,10/31/2019 15:43,
Eastbound 16 Avenue approaching Deerfoot Trail NE,10/31/2019 15:35,
85 Street and 9 Avenue SW,10/31/2019 15:27,
Eastbound 16 Avenue and 8 Street NW,10/31/2019 12:51,
Southbound Macleod Trail and Shawnee Drive SW,10/31/2019 11:07,
Northbound Deerfoot Trail approaching Memorial Drive SE,10/31/2019 8:52,
Westbound Memorial Drive approaching Edmonton Trail NE,10/31/2019 8:35,
Stoney Trail and Peigan Trail SE,10/31/2019 8:27,
Westbound Heritage Meadows Wy and 11 Street SE,10/31/2019 7:08,
Southbound Deerfoot Trail and Airport Trail NE,10/31/2019 7:05,
17 Avenue and 35 Street SW,10/31/2019 5:08,
Eastbound Stoney Trail and 52 Street SE,10/30/2019 23:33,
Nose Hill Drive and Crowfoot Wy NW,10/30/2019 19:55,
Eastbound Stoney Trail approaching 52 Street SE,10/30/2019 18:08,
Stoney Trail at 52 Street SE,10/30/2019 18:08,
58 Avenue and Centre Street S,10/30/2019 18:07,
Eastbound 17 Avenue at 26 Street SE,10/30/2019 17:36,
Memorial Drive to Southbound Deerfoot Trail SE,10/30/2019 16:51,
48 Street and 20 Avenue SE,10/30/2019 16:47,
Brentwood Road and Brisebois Drive NW,10/30/2019 16:41,
Southbound Deerfoot Trail at 11 Street SE,10/30/2019 16:00,
Lake Fraser Drive at Canyon Meadows Drive SE,10/30/2019 15:23,
37 Street and 130 Avenue SW,10/30/2019 13:58,
106 Avenue and 42 Street SE,10/30/2019 13:40,
Northbound Macleod Trail and 61 Avenue SW,10/30/2019 13:09,
33 Avenue and 22 Street SW,10/30/2019 10:37,
Stewart Gr and Richmond Road SW,10/30/2019 9:58,
Mission Road and Macleod Trail SW,10/30/2019 9:11,
Southbound Macleod Trail and 75 Avenue SW,10/30/2019 9:08,
12 Avenue and 14 Street SW,10/30/2019 8:46,
4 Avenue and 36 Street NE,10/30/2019 8:41,
Northbound Macleod Trail and  71 Avenue SE,10/30/2019 8:25,
Northbound Deerfoot Trail and 24 Street SE,10/30/2019 8:15,
Martindale Boulevard and MartinCrossing Drive NE,10/30/2019 8:11,
Westbound Glenmore Trail and Deerfoot Trail SE,10/30/2019 8:06,
Southbound 14 Street approaching John Laurie Boulevard NW,10/30/2019 8:03,
Eastbound Memorial Drive west of Deerfoot Trail NE,10/29/2019 21:42,
Southbound Deerfoot Trail and 16 Avenue NE,10/29/2019 21:01,
87 Street and Nose Hill Drive NW,10/29/2019 18:42,
Westbound Richmond Road and 37 Street SW,10/29/2019 18:13,
Northbound Macleod Trail and Lake Fraser Gate SE,10/29/2019 18:11,
Westbound Southland Drive and Bradbury Drive SW,10/29/2019 15:30,
Eastbound Glenmore Trail and Crowchild Trail SW,10/29/2019 14:08,
Southbound Deerfoot Trail at 17 Avenue SE,10/29/2019 12:39,
36 Street and 20 Avenue NE,10/29/2019 12:38,
36 Street and 20 Avenue NE,10/29/2019 12:38,
Memorial Drive at 36 Street NE,10/29/2019 12:23,
Eastbound Glenmore Trail at 14 Street SW,10/29/2019 9:31,
Eastbound Glenmore Trail at 14 Street SW,10/29/2019 9:31,
Eastbound Glenmore Trail at 14 Street SW,10/29/2019 9:31,
Douglas Ridge Ci and Douglasdale Boulevard SE,10/29/2019 8:36,
Northbound Edmonton Trail and 37 Avenue NE,10/29/2019 8:00,
Canterbury Drive at Canfield Cr SW,10/29/2019 7:50,
Eastbound Glenmore Trail at Crowchild Trail SW,10/29/2019 7:32,
Eastbound Glenmore Trail at Crowchild Trail SW,10/29/2019 7:32,
11 Street and 11 Avenue SW,10/29/2019 3:02,
Martindale Boulevard and Martindale Gate NE,10/28/2019 23:26,
1 Street at 14 Avenue SE,10/28/2019 23:03,
Ogden Road and Highfield Boulevard SE,10/28/2019 17:48,
Northbound 14 Street and 9 Avenue SW,10/28/2019 17:10,
Westbound 32 Avenue and Deerfoot Trail NE,10/28/2019 16:23,
Eastbound Glenmore Trail approaching 14 Street SW,10/28/2019 16:20,
26 Avenue and Morley Trail NW,10/28/2019 15:36,
64 Avenue and Falconridge Boulevard NE,10/28/2019 13:51,
Beddington Trail at Berkshire Boulevard NW,10/28/2019 13:04,
Westbound Country Hills Boulevard and Skyview Ci NE,10/28/2019 12:55,
Westbound Country Hills Boulevard and Barlow Trail NE,10/28/2019 12:13,
Northbound Metis Trail at Stoney Trail NE,10/28/2019 12:06,
Eastbound Memorial Drive at Centre Street SE,10/28/2019 11:18,
Southbound Deerfoot Trail onto Eastbound 32 Avenue NE,10/28/2019 11:05,
Southbound Deerfoot Trail at Peigan Trail SE,10/28/2019 11:02,
Westbound 32 Avenue at Deerfoot Trail NE,10/28/2019 10:57,
Westbound 32 Avenue at Deerfoot Trail NE,10/28/2019 10:57,
Westbound 32 Avenue at Deerfoot Trail NE,10/28/2019 10:57,
20 Avenue and 4 Street NW,10/28/2019 10:25,
Northmount Drive at Charlewood Drive NW,10/28/2019 9:56,
112 Avenue at Sarcee Trail NW,10/28/2019 9:23,
Southbound Deerfoot Trail onto Eastbound Stoney Trail NE,10/28/2019 9:15,
Eastbound Airport Trail Tunnel at 36 Street NE,10/28/2019 8:33,
Falconridge Boulevard and Taradale Drive NE,10/28/2019 8:32,
Eastbound Stoney Trail at Deerfoot Trail NE,10/28/2019 8:31,
36 Avenue and 32 Avenue NE,10/28/2019 7:20,
Southbound Deerfoot Trail and Peigan Trail SE,10/28/2019 7:06,
Southbound Deerfoot Trail and Peigan Trail SE,10/28/2019 7:06,
Westbound Glenmore Trail approaching Deerfoot Trail SE,10/28/2019 7:03,
Westbound Glenmore Trail approaching Deerfoot Trail SE,10/28/2019 7:03,
Deerfoot Trail at Stoney Trail NE,10/28/2019 6:56,
Westbound Airport Trail onto Northbound Deerfoot Trail NE,10/28/2019 6:26,
Southbound Stoney Trail at 16 Avenue NE,10/28/2019 6:15,
Southbound Deerfoot Trail north of 32 Avenue NE,10/28/2019 3:13,
Memorial Drive and Deerfoot Trail SE,10/28/2019 1:08,
Barlow Trail at 90 Avenue SE,10/27/2019 23:28,
Rundlemere Road and 38 Street NE,10/27/2019 23:03,
16 Street and 12 Avenue NE,10/27/2019 22:03,
52 Street and Marlborough Drive NE,10/27/2019 20:52,
Southbound Deerfoot Trail and Glenmore Trail SE,10/27/2019 15:54,
Eastbound 16 Avenue and 1 Street NE,10/27/2019 9:40,
Westbound Trans Canada Hi and Valley Ridge Boulevard NW,10/26/2019 20:35,
Falconridge Boulevard and 64 Avenue NE,10/26/2019 19:41,
Sarcee Trail and Richmond Road SW,10/26/2019 19:26,
Country Hills Boulevard and Edgebrook Boulevard NW,10/26/2019 18:41,
Southland Drive and 24 Street SW,10/26/2019 17:52,
Westbound 6 Avenue and 3 Street SW,10/26/2019 14:58,
Eastbound Anderson Road and Bonaventure Drive SE,10/26/2019 14:15,
Westbound Stoney Trail and Beddington Trail NW,10/26/2019 14:10,
Northbound Deerfoot Trail and 11 Street SE,10/26/2019 12:59,
Northbound Macleod Trail and Spruce Meadows Trail SE,10/26/2019 12:51,
17 Avenue and 44 Street SE,10/26/2019 11:08,
Northbound Deerfoot Trail approaching Barlow Trail SE,10/26/2019 9:10,
Northbound Deerfoot Trail approaching Barlow Trail SE,10/26/2019 9:10,
Ogden Road and 50 Avenue SE,10/26/2019 6:30,
Eastbound Memorial Drive and Deerfoot Trail SE,10/25/2019 20:01,
Westbound Glenmore Trail and 14 Street SW,10/25/2019 19:58,
Barlow Trail and Peigan Trail SE,10/25/2019 19:44,
James Mckevitt Road and Fish Creek Blvd SW,10/25/2019 18:49,
Northbound Deerfoot Trail and 64 Avenue NE,10/25/2019 17:58,
Northbound Centre Street and 16 Avenue NW,10/25/2019 17:49,
Westbound Stoney Trail approaching Chaparral Blvd SE,10/25/2019 17:41,
Southbound Macleod Trail and Spiller Road SE,10/25/2019 16:04,
14 Street and 2 Avenue NW,10/25/2019 15:57,
Bonaventure Drive and 94 Avenue SE,10/25/2019 15:42,
Westbound Stoney Trail and Chaparral Bvld SE,10/25/2019 15:40,
8 Street between 6 Avenue and 8 Avenue SW,10/25/2019 14:55,
Falconridge Blvd and Saddletowne Circle NE,10/25/2019 14:51,
Eastbound Glenmore Trail approaching 14 Street SW,10/25/2019 14:36,
Westbound Glenmore Trail approaching Crowchild Trail SW,10/25/2019 14:02,
Westbound Glenmore Trail and Crowchild Trail SW,10/25/2019 12:49,
Arbour Crescent and Fairmount Drive SE,10/25/2019 11:51,
Westbound 16 Avenue and 8 Street NW,10/25/2019 11:48,
Southbound Macleod Trail S and 75 Avenue SW,10/25/2019 9:03,
Eastbound 64 Avenue and Deerfoot Trail NE,10/25/2019 8:28,
Southbound Shaganappi Trail approaching John Laurie Boulevard NW,10/25/2019 8:16,
Northbound 14 Street and 90 Avenue SW,10/25/2019 7:22,
Eastbound Heritage Drive and Blackfoot Trail SE,10/25/2019 6:55,
52 Street and 76 Avenue SE,10/25/2019 2:01,
73 Avenue and Macleod Trail S,10/24/2019 20:07,
Country Hills Boulevard and Hawkstone Gate NW,10/24/2019 19:49,
Mt Mckenzie Drive and Mckenzie Lake Boulevard SE,10/24/2019 19:38,
Country Hills Boulevard and Coventry Hills Boulevard NE,10/24/2019 17:39,
24 Avenue at Barlow Trail NE,10/24/2019 16:52,
Northbound Deerfoot Trail at 16 Avenue NE,10/24/2019 16:22,
Northbound Deerfoot Trail onto 16 Avenue NE,10/24/2019 15:38,
Westbound Glenmore Trail approaching Blackfoot Trail SW,10/24/2019 15:27,
Sage Hill Ps and Kincora Gate NW,10/24/2019 14:31,
Centre Street and 40 Avenue NW,10/24/2019 12:45,
Eastbound Old Banff Coach Road approaching Cougar Ridge Drive SW,10/24/2019 12:18,
Crowchild Trail and Richmond Road SW,10/24/2019 11:08,
84 Street and 131 Avenue SE,10/24/2019 9:13,
Northbound Shaganappi Trail and John Laurie Boulevard NW,10/24/2019 9:11,
Northbound Deerfoot Trail approaching Calf Robe Bridge SE,10/24/2019 8:20,
Southbound Deerfoot Trail and 16 Avenue NE,10/24/2019 8:03,
Northbound Shaganappi Trail and John Laurie Boulevard NW,10/24/2019 8:02,
Stoney Trail and Peigan Trail SE,10/24/2019 7:39,
Southbound Crowchild Trail and 23 Avenue NW,10/24/2019 7:03,
Southbound Stoney Trail and 16 Avenue NE,10/24/2019 6:57,
Southbound Deerfoot and 64 Avenue NE,10/24/2019 6:44,
Westbound 17 Avenue and 17a Street SE,10/24/2019 6:39,
Northbound Deerfoot Trail and Anderson Road SE,10/24/2019 6:33,
Stoney Trail at Chapparral Boulevard SE,10/23/2019 19:10,
Westbound 16 Avenue approaching Deerfoot Trail NE,10/23/2019 17:06,
Westbound 16 Avenue approaching Deerfoot Trail NE,10/23/2019 17:06,
Westbound 16 Avenue approaching Deerfoot Trail NE,10/23/2019 17:06,
Westbound 16 Avenue approaching Deerfoot Trail NE,10/23/2019 17:06,
36 Street and 14 Avenue SE,10/23/2019 16:00,
Parkdale Boulevard and 29 Street NW,10/23/2019 11:20,
4 Street and Meredith Road NE,10/23/2019 10:15,
Shawbrooke Drive and Shawinigan Drive SW,10/23/2019 9:07,
Southbound Deerfoot Trail and Memorial Drive NE,10/23/2019 9:01,
Southbound 52 Street and 54 Avenue SE,10/23/2019 8:29,
Southbound Deerfoot Trail approaching 16 Avenue NE,10/23/2019 8:15,
Westbound Glenmore Trail approaching Crowchild Trail SW,10/23/2019 7:30,
Westbound Memorial Drive approaching 36 Street NE,10/23/2019 6:44,
Eastbound Memorial Drive east of Edmonton Trail NE,10/22/2019 22:52,
Northbound Barlow Trail at 72 Avenue SE,10/22/2019 21:07,
Northbound Barlow Trail at 72 Avenue SE,10/22/2019 21:07,
69 Street at 17 Avenue SW,10/22/2019 18:29,
Westbound Stoney Trail and 52 Street SE,10/22/2019 17:30,
Elgin Estates Vw and Mckenzie Towne Drive SE,10/22/2019 16:38,
Westbound Richmond Road at Sarcee Trail SW,10/22/2019 16:37,
106 Avenue and 52 Street SE,10/22/2019 15:39,
Southbound 36 Street and 32 Avenue NE,10/22/2019 15:38,
Southbound Sarcee Trail and Stoney Trail NW,10/22/2019 14:42,
Fairmount Drive and Farrell Road SE,10/22/2019 12:45,
41 Avenue and Edmonton Trail NE,10/22/2019 10:53,
32 Avenue and 32 Street NE,10/22/2019 10:28,
Glenmore Trail at 14 Street SW,10/22/2019 8:08,
Southbound Deerfoot Trail at Calf Robe  SE,10/22/2019 5:11,
Southbound Deerfoot Trail south of Calf Robe Bridge SE,10/22/2019 4:50,
Country Hills Boulevard at Coventry Hills Boulevard NE,10/21/2019 23:31,
14 Street and 12 Avenue SW,10/21/2019 22:01,
32 Avenue at 56 Street NE,10/21/2019 19:00,
Everridge Drive at Everstone Drive SW,10/21/2019 17:29,
Falconridge Boulevard at Falconridge Drive NE,10/21/2019 15:57,
Falconridge Boulevard at Falconridge Drive NE,10/21/2019 15:57,
Eastbound McKnight Boulevard at Barlow Trail NE,10/21/2019 15:37,
Westwinds Drive and 54 Avenue NE,10/21/2019 3:53,
Somerset Drive at Somercrest Circle SW,10/20/2019 22:05,
Auburn Bay Gate and Seton Boulevard SE,10/20/2019 21:13,
Eastbound Country Hills Boulevard and Edgepark Boulevard NW,10/20/2019 20:18,
11 Avenue and 14 Street SW,10/20/2019 17:05,
Westbound Beddington Trail approaching Hidden Valley Link NW,10/20/2019 16:20,
34 Street and 20 Avenue NE,10/20/2019 15:59,
Eastbound Glenmore Trail approaching 14 Street SW,10/20/2019 13:48,
26 Street and 32 Avenue NE,10/19/2019 13:23,
Westbound Glenmore Trail and Deerfoot Trail SE,10/19/2019 13:12,
Heritage Drive and Elbow Drive SW,10/19/2019 13:09,
Eastbound Glenmore Trail approaching Blackfoot Trail SE,10/19/2019 11:03,
36 Street and 39 Avenue NE,10/19/2019 8:13,
Northbound Deerfoot Trail approaching 16 AVe NE,10/19/2019 0:36,
Falconridge Drive at Falconridge Boulevard NE,10/18/2019 22:57,
Seton Drive at Main Street SE,10/18/2019 21:42,
5 Street and Glenmore Trail SW,10/18/2019 21:33,
Eastbound 16 Avenue at 19 Street NE,10/18/2019 20:41,
16 Avenue and 4 Street NW,10/18/2019 20:25,
Northbound Stoney Trail approaching Peigan Trail SE,10/18/2019 19:52,
Northbound 68 Street at McKnight Boulevard NE,10/18/2019 18:04,
Southbound Deerfoot Trail south of 16 Avenue NE,10/18/2019 17:46,
Bow Bottom Trail and Canyon Meadows Drive SE,10/18/2019 17:22,
16 Avenue and 42 Street SE,10/18/2019 15:15,
Sirocco Drive and 69 Street SW,10/18/2019 15:05,
Northbound Crowchild Trail and 54 Avenue SW,10/18/2019 14:08,
20 Avenue and Edmonton Trail NE,10/18/2019 13:46,
Westbound 16 Avenue at 14 Street NW,10/18/2019 13:40,
Southbound Barlow Trail approaching 7 Avenue NE,10/18/2019 13:14,
Southbound Barlow Trail approaching 7 Avenue NE,10/18/2019 13:14,
36 Street and 4 Avenue NE,10/18/2019 10:15,
Aviation Park and 11 Street NE,10/18/2019 9:53,
Eastbound Memorial Drive approaching Deerfoot Trail SE,10/18/2019 9:20,
Westbound 33 Avenue and Crowchild Trail SW,10/17/2019 21:56,
5 Avenue and Memorial Drive NE,10/17/2019 21:26,
Westbound 16 Avenue at 14 Street NW,10/17/2019 21:16,
Eastbound 16 Avenue at 29 Street NW,10/17/2019 20:34,
Heritage Meadows Way at 11 Street SE,10/17/2019 20:01,
Westbound Southland Drive at Elbow Drive SW,10/17/2019 18:12,
Southland Drive and Blackfoot Trail SE,10/17/2019 17:24,
Southbound Deerfoot Trail approaching Stoney Trail SE,10/17/2019 16:54,
Southbound Deerfoot Trail approaching Stoney Trail SE,10/17/2019 16:54,
Eastbound Country Hills Boulevard after Stoney Trail NE,10/17/2019 16:45,
Southbound 52 Street approaching Glenmore Trail SE,10/17/2019 16:32,
Northbound 14 Street at 9 Avenue SW,10/17/2019 16:26,
54 Avenue and Barlow Trail SE,10/17/2019 16:12,
Southbound 52 Street at 14 Avenue SE,10/17/2019 16:08,
24 Street and 98 Avenue SW,10/17/2019 15:11,
Northbound Shaganappi Trail at Varsity Drive NW,10/17/2019 14:44,
Southbound Deerfoot Trail north of Stoney Trail NE,10/17/2019 13:09,
29 Street at 16 Avenue NW,10/17/2019 12:57,
85 Street and Old Banff Coach Road SW,10/17/2019 12:04,
5 Avenue and 9 Street SW,10/17/2019 9:45,
Southbound Deerfoot Trail and Peigan Trail SE,10/17/2019 9:04,
Northbound Deerfoot Trail north of Glenmore Trail SE,10/17/2019 8:09,
Southbound Stoney Trail  approaching  16 Av  NE,10/17/2019 7:57,
Northbound Macleod Trail  North of Canyon Meadows Drive SE,10/17/2019 7:36,
Southbound Deerfoot Trail at Anderson Road SE,10/16/2019 20:27,
Westbound Anderson Road at Deerfoot Trail SE,10/16/2019 20:27,
52 Street and 88 Avenue NE,10/16/2019 18:36,
Stoney Trail and Country Hills Boulevard NW,10/16/2019 18:35,
Mahogany Boulevard and Mahogany Avenue SE,10/16/2019 18:33,
112 Avenue at Royal Vista Drive NW,10/16/2019 18:32,
Eastbound Glenmore Trail at 14 Street SW,10/16/2019 18:15,
Eastbound Glenmore Trail at 14 Street SW,10/16/2019 18:15,
Northbound Metis Trail after Stoney Trail NE,10/16/2019 18:12,
Northbound 52 Street at 44 Avenue NE,10/16/2019 18:10,
Northbound 14 Street at Southland Drive SW,10/16/2019 16:54,
Northbound 7 Street at 12 Avenue SW,10/16/2019 16:43,
Westbound 32 Avenue at Deerfoot Trail NE,10/16/2019 16:41,
Eastbound Glenmore Trail at Stoney Trail SE,10/16/2019 16:27,
Falconridge Boulevard and Castlebrook Drive NE,10/16/2019 16:23,
6315 106 Avenue SE,10/16/2019 16:02,
17 Avenue and 45 Street SW,10/16/2019 15:37,
Eastbound McKnight Boulevard to Southbound 52 Street NE,10/16/2019 15:35,
Highfield Road and 26 Avenue SE,10/16/2019 14:36,
10 Street and 5 Avenue NW,10/16/2019 14:28,
Sunridge Wy and 23 Avenue NE,10/16/2019 14:11,
32 Avenue at 36 Street NE,10/16/2019 13:54,
32 Avenue at 36 Street NE,10/16/2019 13:54,
32 Avenue at 36 Street NE,10/16/2019 13:54,
Sherwood Boulevard at Sherwood Street NW,10/16/2019 12:25,
Eastbound Memorial Drive east of Edmonton Trail NE,10/16/2019 12:03,
Valley Ridge Boulevard and 16 Avenue NW,10/16/2019 9:50,
4 Street and Hunterhorn Drive NE,10/16/2019 8:40,
Fairmount Drive and Southland Drive SE,10/16/2019 6:52,
10 Avenue and 2 Street SW,10/15/2019 22:33,
11 Avenue and 1 Street SE,10/15/2019 22:32,
Eastbound Memorial Drive approaching Deerfoot Trail SE,10/15/2019 21:55,
Southbound Deerfoot Trail after 16 Avenue NE,10/15/2019 18:35,
Southbound Deerfoot Trail approaching Memorial Drive SE,10/15/2019 18:10,
Northbound 45 Street at Richmond Road SW,10/15/2019 17:53,
Southbound 5 Street approaching 12 Avenue SW,10/15/2019 17:47,
Northbound Centre Street at 8 Avenue N,10/15/2019 17:26,
Northbound Shaganappi Trail at Crowchild Trail NW,10/15/2019 16:45,
Northbound Centre Street at 15 Avenue N,10/15/2019 16:08,
Northmount Drive and Cadogan Road NW,10/15/2019 15:42,
Westbound John Laurie Boulevard at 19 Street NW,10/15/2019 14:40,
Northbound Sarcee Trail and Stoney Trail NW,10/15/2019 12:26,
Eastbound Glenmore Trail west of Blackfoot Trail SE,10/15/2019 12:00,
Eastbound 16 Avenue approaching Canada Olympic Drive SW,10/15/2019 11:43,
Canyon Meadows Drive and Bow Bottom Trail SE,10/15/2019 11:39,
Eastbound Glenmore Trail east of Heritage Drive SE,10/15/2019 10:58,
Northbound Crowchild Trail onto 16 Avenue NW,10/15/2019 10:35,
Northbound Crowchild Trail onto 16 Avenue NW,10/15/2019 10:35,
162 Avenue and Shawbrooke Drive SW,10/15/2019 9:39,
Anderson Road at Woodpark Boulevard SW,10/15/2019 9:13,
Northbound Deerfoot Trail at Beddington Trail NE,10/15/2019 8:11,
Home Road and Bowness Road NW,10/15/2019 7:03,
6 Avenue at 1 Street SW,10/15/2019 1:51,
Elbow Drive and 58 Avenue SW,10/14/2019 19:06,
53 Street and Varsity Drive NW,10/14/2019 17:48,
Westbound Mcknight Boulevard and 19 Street NE,10/14/2019 8:55,
John Laurie Boulevard and Hawkwood Drive NW,10/13/2019 20:58,
Eastbound Southland Drive and Fairmount Drive SE,10/13/2019 20:00,
Southbound Macleod Trail and Glenmore Trail SW,10/13/2019 19:17,
Westbound 16 Avenue and Stoney Trail NW,10/13/2019 18:43,
Westbound 16 Avenue and Valley Ridge Boulevard NW,10/13/2019 12:16,
Skyview Ranch Road and Skyview Point Cr NE,10/13/2019 12:15,
Northbound Deerfoot Trail approaching 64 Avenue NE,10/12/2019 17:45,
Shepard Road and Barlow Trail SE,10/12/2019 17:21,
Eastbound Glenmore Trail and Deerfoot Trail SE,10/12/2019 17:00,
Northbound Deerfoot Trail and 64 Avenue NE,10/12/2019 16:22,
Taradale Drive and Tarington Wy NE,10/12/2019 16:03,
Northbound 14 Street and Cornell Pl NW,10/12/2019 14:59,
Memorial Drive and 5A Street NW,10/12/2019 14:49,
Southbound Macleod Trail and 42 Avenue SW,10/12/2019 14:08,
Southbound Macleod Trail and Lake Fraser Gt S,10/12/2019 14:00,
Eastbound Memorial Drive and 52 Street NE,10/12/2019 13:27,
Northbound 52 Street and Rundlehorn Drive NE,10/12/2019 13:22,
Southbound Crowchild Trail approaching Kensington Road NW,10/12/2019 12:04,
128 Avenue and Sherview Drive NW,10/12/2019 11:31,
Southbound Shaganappi Trail and Stoney Trail NW,10/12/2019 10:53,
Eastbound 16 Avenue and University Drive NW,10/12/2019 9:38,
Eastbound 194 Avenue and Walden Gate SE,10/12/2019 8:53,
Shawville Boulevard at Shawville Ri SE,10/12/2019 0:43,
37 Avenue and Temple Drive NE,10/11/2019 21:39,
Eastbound 17 Avenue approaching Stoney Trail SE,10/11/2019 21:22,
Eastbound Anderson Road and Acadia Drive SE,10/11/2019 21:03,
Eastbound Anderson Road and Acadia Drive SE,10/11/2019 21:03,
Northbound Deerfoot Trail approaching Peigan Trail SE,10/11/2019 20:38,
47 Street and 17 Avenue SE,10/11/2019 19:40,
16 Avenue and 68 Street NE,10/11/2019 19:37,
Crowchild Trail and Glenmore Trail SW,10/11/2019 16:23,
5 Street and Macleod Trail SW,10/11/2019 16:00,
Eastbound 17 Avenue and Deerfoot Trail SE,10/11/2019 13:37,
85 Avenue at Blackfoot Trail SE,10/11/2019 13:20,
Northbound 36 Street and 16 Avenue NE,10/11/2019 13:00,
16 Street and 11 Avenue SW,10/11/2019 11:10,
Northbound Macleod Trail and 36 Avenue SE,10/11/2019 11:04,
Eastbound Glenmore Trail and 37 Street SW,10/11/2019 10:29,
Edgehill Drive and Edgedale Drive NW,10/11/2019 9:55,
11 Street and 57 Avenue NE,10/11/2019 9:07,
Southbound Macleod Trail at 86 Avenue SE,10/11/2019 8:43,
Beddington Trail and Beddington Boulevard NE,10/11/2019 8:26,
Southbound Blackfoot Trail and Highfield Road SE,10/11/2019 7:56,
Southbound Blackfoot Trail and Highfield Road SE,10/11/2019 7:56,
1 Street and 10 Avenue SE,10/11/2019 6:11,
40 Avenue AT NORTHMOUNT DRIVE NW,10/11/2019 0:09,
Westbound 16 Avenue and 14 Street NW,10/10/2019 21:48,
Crowchild Trail and Twelve Mi Coulee Road NW,10/10/2019 20:37,
Country Hills Boulevard and Nose Hill Drive NW,10/10/2019 19:05,
Glenmore Trail and 69 Street SW,10/10/2019 17:39,
Northbound Deerfoot Trail at 24 Street SE,10/10/2019 17:26,
Southbound Deerfoot Trail at the Calf Robe Bridge SE,10/10/2019 17:03,
11 Avenue and 7 Street SW,10/10/2019 16:45,
Bannister Road and 149 Avenue SE,10/10/2019 16:38,
11588 Sarcee Trail NW,10/10/2019 16:04,
Northbound 52 Street at 32 Avenue NE,10/10/2019 15:53,
38 Street and Bow Trail SW,10/10/2019 15:18,
